Date,Time,Brightness (LUX)
02/25/2017,11:40:47.907,0
02/25/2017,11:40:48.405,0
02/25/2017,11:40:48.939,0
02/25/2017,11:40:49.399,0
02/25/2017,11:40:49.923,0
02/25/2017,11:40:50.412,0
02/25/2017,11:40:50.911,0
02/25/2017,11:40:51.414,0
02/25/2017,11:40:51.909,0
02/25/2017,11:40:52.436,0
02/25/2017,11:40:52.920,0
02/25/2017,11:40:53.429,0
02/25/2017,11:40:53.914,3
02/25/2017,11:40:54.400,1
02/25/2017,11:40:54.912,3
02/25/2017,11:40:55.410,1
02/25/2017,11:40:55.992,3
02/25/2017,11:40:56.410,1
02/25/2017,11:40:56.922,1
02/25/2017,11:40:57.427,0
02/25/2017,11:40:57.922,0
02/25/2017,11:40:58.407,0
02/25/2017,11:40:58.910,0
02/25/2017,11:40:59.397,0
02/25/2017,11:40:59.900,0
02/25/2017,11:41:00.422,0
02/25/2017,11:41:00.928,0
02/25/2017,11:41:01.448,0
02/25/2017,11:41:01.958,0
02/25/2017,11:41:02.432,0
02/25/2017,11:41:02.943,0
02/25/2017,11:41:03.417,0
02/25/2017,11:41:03.929,0
02/25/2017,11:41:04.422,0
02/25/2017,11:41:04.935,0
02/25/2017,11:41:05.450,0
02/25/2017,11:41:05.952,0
02/25/2017,11:41:06.436,1
02/25/2017,11:41:06.914,0
02/25/2017,11:41:07.417,0
02/25/2017,11:41:07.923,3
02/25/2017,11:41:08.437,1
02/25/2017,11:41:08.935,1
02/25/2017,11:41:09.443,0
02/25/2017,11:41:09.938,0
02/25/2017,11:41:10.446,0
02/25/2017,11:41:10.924,0
02/25/2017,11:41:11.437,0
02/25/2017,11:41:11.946,0
02/25/2017,11:41:12.426,0
02/25/2017,11:41:12.927,0
02/25/2017,11:41:13.433,0
02/25/2017,11:41:13.937,0
02/25/2017,11:41:14.426,0
02/25/2017,11:41:14.934,0
02/25/2017,11:41:15.541,0
02/25/2017,11:41:15.931,0
02/25/2017,11:41:16.407,0
02/25/2017,11:41:16.904,0
02/25/2017,11:41:17.438,0
02/25/2017,11:41:17.899,0
02/25/2017,11:41:18.406,0
02/25/2017,11:41:18.921,0
02/25/2017,11:41:19.419,0
02/25/2017,11:41:19.897,0
02/25/2017,11:41:20.422,3
02/25/2017,11:41:20.932,3
02/25/2017,11:41:21.432,3
02/25/2017,11:41:21.939,3
02/25/2017,11:41:22.441,0
02/25/2017,11:41:22.948,0
02/25/2017,11:41:23.446,0
02/25/2017,11:41:23.937,0
02/25/2017,11:41:24.422,0
02/25/2017,11:41:24.944,1
02/25/2017,11:41:25.412,1
02/25/2017,11:41:25.951,0
02/25/2017,11:41:26.449,0
02/25/2017,11:41:26.897,0
02/25/2017,11:41:27.406,0
02/25/2017,11:41:27.914,0
02/25/2017,11:41:28.428,0
02/25/2017,11:41:28.925,0
02/25/2017,11:41:29.454,0
02/25/2017,11:41:29.929,0
02/25/2017,11:41:30.442,0
02/25/2017,11:41:30.926,0
02/25/2017,11:41:31.455,0
02/25/2017,11:41:31.923,0
02/25/2017,11:41:32.400,0
02/25/2017,11:41:32.939,0
02/25/2017,11:41:33.422,0
02/25/2017,11:41:33.925,0
02/25/2017,11:41:34.405,0
02/25/2017,11:41:34.907,0
02/25/2017,11:41:35.418,0
02/25/2017,11:41:35.905,0
02/25/2017,11:41:36.439,0
02/25/2017,11:41:36.939,0
02/25/2017,11:41:37.467,0
02/25/2017,11:41:37.923,0
02/25/2017,11:41:38.422,0
02/25/2017,11:41:38.914,0
02/25/2017,11:41:39.424,0
02/25/2017,11:41:39.920,0
02/25/2017,11:41:40.428,0
02/25/2017,11:41:40.946,0
02/25/2017,11:41:41.446,0
02/25/2017,11:41:41.954,0
02/25/2017,11:41:42.446,0
02/25/2017,11:41:42.937,0
02/25/2017,11:41:43.400,0
02/25/2017,11:41:43.905,0
02/25/2017,11:41:44.432,0
02/25/2017,11:41:44.931,0
02/25/2017,11:41:45.447,0
02/25/2017,11:41:45.940,0
02/25/2017,11:41:46.462,0
02/25/2017,11:41:46.938,0
02/25/2017,11:41:47.459,0
02/25/2017,11:41:47.926,0
02/25/2017,11:41:48.425,0
02/25/2017,11:41:48.945,0
02/25/2017,11:41:49.442,1
02/25/2017,11:41:49.954,0
02/25/2017,11:41:50.409,0
02/25/2017,11:41:50.906,0
02/25/2017,11:41:51.401,0
02/25/2017,11:41:51.924,0
02/25/2017,11:41:52.427,0
02/25/2017,11:41:52.919,0
02/25/2017,11:41:53.438,0
02/25/2017,11:41:53.941,0
02/25/2017,11:41:54.443,0
02/25/2017,11:41:54.944,0
02/25/2017,11:41:55.460,0
02/25/2017,11:41:55.902,0
02/25/2017,11:41:56.437,0
02/25/2017,11:41:56.930,0
02/25/2017,11:41:57.451,0
02/25/2017,11:41:57.930,0
02/25/2017,11:41:58.408,0
02/25/2017,11:41:58.910,0
02/25/2017,11:41:59.454,0
02/25/2017,11:41:59.950,0
02/25/2017,11:42:00.451,0
02/25/2017,11:42:00.922,0
02/25/2017,11:42:01.439,0
02/25/2017,11:42:01.909,0
02/25/2017,11:42:02.423,1
02/25/2017,11:42:02.908,0
02/25/2017,11:42:03.433,1
02/25/2017,11:42:03.956,0
02/25/2017,11:42:04.448,0
02/25/2017,11:42:04.934,0
02/25/2017,11:42:05.437,0
02/25/2017,11:42:05.961,0
02/25/2017,11:42:06.419,0
02/25/2017,11:42:06.909,0
02/25/2017,11:42:07.417,0
02/25/2017,11:42:07.923,0
02/25/2017,11:42:08.426,0
02/25/2017,11:42:08.934,0
02/25/2017,11:42:09.439,0
02/25/2017,11:42:09.976,0
02/25/2017,11:42:10.449,0
02/25/2017,11:42:10.923,0
02/25/2017,11:42:11.424,0
02/25/2017,11:42:11.928,0
02/25/2017,11:42:12.432,0
02/25/2017,11:42:12.927,0
02/25/2017,11:42:13.435,1
02/25/2017,11:42:13.951,0
02/25/2017,11:42:14.437,3
02/25/2017,11:42:14.907,3
02/25/2017,11:42:15.412,1
02/25/2017,11:42:15.910,3
02/25/2017,11:42:16.427,3
02/25/2017,11:42:16.928,0
02/25/2017,11:42:17.458,1
02/25/2017,11:42:17.957,0
02/25/2017,11:42:18.436,1
02/25/2017,11:42:18.944,1
02/25/2017,11:42:19.451,1
02/25/2017,11:42:19.980,0
02/25/2017,11:42:20.419,0
02/25/2017,11:42:20.939,0
02/25/2017,11:42:21.449,0
02/25/2017,11:42:21.958,0
02/25/2017,11:42:22.422,0
02/25/2017,11:42:22.963,0
02/25/2017,11:42:23.447,3
02/25/2017,11:42:23.940,1
02/25/2017,11:42:24.442,0
02/25/2017,11:42:24.943,0
02/25/2017,11:42:25.439,0
02/25/2017,11:42:25.955,0
02/25/2017,11:42:26.453,0
02/25/2017,11:42:26.912,0
02/25/2017,11:42:27.465,0
02/25/2017,11:42:27.955,1
02/25/2017,11:42:28.451,1
02/25/2017,11:42:28.950,1
02/25/2017,11:42:29.447,0
02/25/2017,11:42:29.958,1
02/25/2017,11:42:30.459,1
02/25/2017,11:42:30.917,1
02/25/2017,11:42:31.411,3
02/25/2017,11:42:31.922,0
02/25/2017,11:42:32.424,0
02/25/2017,11:42:32.950,0
02/25/2017,11:42:33.460,0
02/25/2017,11:42:33.948,0
02/25/2017,11:42:34.468,0
02/25/2017,11:42:34.967,0
02/25/2017,11:42:35.466,0
02/25/2017,11:42:35.934,0
02/25/2017,11:42:36.439,0
02/25/2017,11:42:36.943,0
02/25/2017,11:42:37.468,0
02/25/2017,11:42:37.952,0
02/25/2017,11:42:38.468,0
02/25/2017,11:42:38.966,0
02/25/2017,11:42:39.464,0
02/25/2017,11:42:39.914,0
02/25/2017,11:42:40.424,0
02/25/2017,11:42:40.942,0
02/25/2017,11:42:41.434,0
02/25/2017,11:42:41.961,0
02/25/2017,11:42:42.455,0
02/25/2017,11:42:42.964,0
02/25/2017,11:42:43.482,0
02/25/2017,11:42:43.972,0
02/25/2017,11:42:44.434,0
02/25/2017,11:42:44.927,0
02/25/2017,11:42:45.457,0
02/25/2017,11:42:45.950,0
02/25/2017,11:42:46.467,0
02/25/2017,11:42:46.939,0
02/25/2017,11:42:47.441,0
02/25/2017,11:42:47.939,0
02/25/2017,11:42:48.444,0
02/25/2017,11:42:48.939,0
02/25/2017,11:42:49.437,0
02/25/2017,11:42:49.941,0
02/25/2017,11:42:50.441,0
02/25/2017,11:42:50.936,0
02/25/2017,11:42:51.453,0
02/25/2017,11:42:51.945,0
02/25/2017,11:42:52.437,0
02/25/2017,11:42:52.930,0
02/25/2017,11:42:53.447,0
02/25/2017,11:42:53.958,0
02/25/2017,11:42:54.442,0
02/25/2017,11:42:54.941,0
02/25/2017,11:42:55.440,0
02/25/2017,11:42:55.937,0
02/25/2017,11:42:56.444,0
02/25/2017,11:42:56.945,0
02/25/2017,11:42:57.453,0
02/25/2017,11:42:57.949,0
02/25/2017,11:42:58.459,0
02/25/2017,11:42:58.958,0
02/25/2017,11:42:59.452,0
02/25/2017,11:42:59.963,0
02/25/2017,11:43:00.453,0
02/25/2017,11:43:00.946,0
02/25/2017,11:43:01.464,0
02/25/2017,11:43:01.964,0
02/25/2017,11:43:02.459,0
02/25/2017,11:43:02.967,0
02/25/2017,11:43:03.473,0
02/25/2017,11:43:03.969,0
02/25/2017,11:43:04.467,0
02/25/2017,11:43:04.920,0
02/25/2017,11:43:05.476,0
02/25/2017,11:43:05.923,0
02/25/2017,11:43:06.476,0
02/25/2017,11:43:06.951,0
02/25/2017,11:43:07.460,0
02/25/2017,11:43:07.980,1
02/25/2017,11:43:08.471,0
02/25/2017,11:43:08.966,0
02/25/2017,11:43:09.454,0
02/25/2017,11:43:09.935,0
02/25/2017,11:43:10.430,0
02/25/2017,11:43:10.949,0
02/25/2017,11:43:11.450,0
02/25/2017,11:43:11.925,0
02/25/2017,11:43:12.424,0
02/25/2017,11:43:12.937,0
02/25/2017,11:43:13.452,0
02/25/2017,11:43:13.971,0
02/25/2017,11:43:14.459,0
02/25/2017,11:43:14.922,0
02/25/2017,11:43:15.425,0
02/25/2017,11:43:15.933,0
02/25/2017,11:43:16.436,0
02/25/2017,11:43:16.937,0
02/25/2017,11:43:17.438,0
02/25/2017,11:43:17.945,0
02/25/2017,11:43:18.437,0
02/25/2017,11:43:18.942,0
02/25/2017,11:43:19.435,0
02/25/2017,11:43:19.928,0
02/25/2017,11:43:20.424,0
02/25/2017,11:43:20.936,0
02/25/2017,11:43:21.459,0
02/25/2017,11:43:21.940,1
02/25/2017,11:43:22.455,0
02/25/2017,11:43:22.929,1
02/25/2017,11:43:23.425,0
02/25/2017,11:43:23.927,3
02/25/2017,11:43:24.425,0
02/25/2017,11:43:24.934,0
02/25/2017,11:43:25.427,0
02/25/2017,11:43:25.930,1
02/25/2017,11:43:26.442,0
02/25/2017,11:43:26.975,3
02/25/2017,11:43:27.477,0
02/25/2017,11:43:27.924,0
02/25/2017,11:43:28.424,0
02/25/2017,11:43:28.942,0
02/25/2017,11:43:29.439,0
02/25/2017,11:43:29.948,0
02/25/2017,11:43:30.455,0
02/25/2017,11:43:30.944,0
02/25/2017,11:43:31.445,0
02/25/2017,11:43:31.949,1
02/25/2017,11:43:32.448,0
02/25/2017,11:43:32.949,0
02/25/2017,11:43:33.455,0
02/25/2017,11:43:33.969,0
02/25/2017,11:43:34.432,1
02/25/2017,11:43:34.943,0
02/25/2017,11:43:35.480,0
02/25/2017,11:43:35.960,0
02/25/2017,11:43:36.457,1
02/25/2017,11:43:36.973,1
02/25/2017,11:43:37.430,0
02/25/2017,11:43:37.936,1
02/25/2017,11:43:38.475,1
02/25/2017,11:43:39.083,3
02/25/2017,11:43:39.459,3
02/25/2017,11:43:39.951,3
02/25/2017,11:43:40.455,3
02/25/2017,11:43:40.944,3
02/25/2017,11:43:41.444,3
02/25/2017,11:43:41.950,3
02/25/2017,11:43:42.456,3
02/25/2017,11:43:42.987,3
02/25/2017,11:43:43.452,3
02/25/2017,11:43:43.951,3
02/25/2017,11:43:44.469,3
02/25/2017,11:43:44.975,3
02/25/2017,11:43:45.467,3
02/25/2017,11:43:45.954,3
02/25/2017,11:43:46.453,3
02/25/2017,11:43:46.988,3
02/25/2017,11:43:47.472,0
02/25/2017,11:43:47.974,0
02/25/2017,11:43:48.475,0
02/25/2017,11:43:48.928,0
02/25/2017,11:43:49.444,0
02/25/2017,11:43:49.952,0
02/25/2017,11:43:50.458,1
02/25/2017,11:43:50.969,0
02/25/2017,11:43:51.475,0
02/25/2017,11:43:51.979,0
02/25/2017,11:43:52.474,0
02/25/2017,11:43:52.979,0
02/25/2017,11:43:53.480,0
02/25/2017,11:43:53.956,0
02/25/2017,11:43:54.459,1
02/25/2017,11:43:54.970,0
02/25/2017,11:43:55.450,0
02/25/2017,11:43:55.941,0
02/25/2017,11:43:56.458,0
02/25/2017,11:43:56.967,0
02/25/2017,11:43:57.481,1
02/25/2017,11:43:57.947,1
02/25/2017,11:43:58.440,1
02/25/2017,11:43:58.990,0
02/25/2017,11:43:59.470,0
02/25/2017,11:43:59.981,0
02/25/2017,11:44:00.456,0
02/25/2017,11:44:00.967,0
02/25/2017,11:44:01.448,0
02/25/2017,11:44:01.974,0
02/25/2017,11:44:02.469,0
02/25/2017,11:44:03.000,0
02/25/2017,11:44:03.439,0
02/25/2017,11:44:03.984,0
02/25/2017,11:44:04.581,0
02/25/2017,11:44:04.964,0
02/25/2017,11:44:05.481,0
02/25/2017,11:44:06.053,0
02/25/2017,11:44:06.468,0
02/25/2017,11:44:06.962,1
02/25/2017,11:44:07.462,1
02/25/2017,11:44:07.976,0
02/25/2017,11:44:08.466,0
02/25/2017,11:44:08.944,0
02/25/2017,11:44:09.466,0
02/25/2017,11:44:09.946,0
02/25/2017,11:44:10.482,0
02/25/2017,11:44:10.934,0
02/25/2017,11:44:11.447,0
02/25/2017,11:44:11.951,0
02/25/2017,11:44:12.454,0
02/25/2017,11:44:12.958,0
02/25/2017,11:44:13.475,0
02/25/2017,11:44:13.978,0
02/25/2017,11:44:14.473,0
02/25/2017,11:44:14.972,0
02/25/2017,11:44:15.477,0
02/25/2017,11:44:15.972,0
02/25/2017,11:44:16.474,3
02/25/2017,11:44:16.973,0
02/25/2017,11:44:17.464,3
02/25/2017,11:44:17.967,0
02/25/2017,11:44:18.468,0
02/25/2017,11:44:18.970,0
02/25/2017,11:44:19.471,1
02/25/2017,11:44:19.965,1
02/25/2017,11:44:20.465,0
02/25/2017,11:44:20.966,0
02/25/2017,11:44:21.473,0
02/25/2017,11:44:21.979,0
02/25/2017,11:44:22.472,0
02/25/2017,11:44:22.972,0
02/25/2017,11:44:23.500,0
02/25/2017,11:44:23.986,0
02/25/2017,11:44:24.490,0
02/25/2017,11:44:24.996,0
02/25/2017,11:44:25.440,0
02/25/2017,11:44:25.943,0
02/25/2017,11:44:26.452,0
02/25/2017,11:44:26.958,0
02/25/2017,11:44:27.480,1
02/25/2017,11:44:27.951,1
02/25/2017,11:44:28.474,1
02/25/2017,11:44:28.949,0
02/25/2017,11:44:29.451,0
02/25/2017,11:44:29.944,0
02/25/2017,11:44:30.446,0
02/25/2017,11:44:30.954,0
02/25/2017,11:44:31.463,0
02/25/2017,11:44:31.995,0
02/25/2017,11:44:32.450,0
02/25/2017,11:44:32.944,0
02/25/2017,11:44:33.449,0
02/25/2017,11:44:33.951,0
02/25/2017,11:44:34.457,0
02/25/2017,11:44:34.981,0
02/25/2017,11:44:35.468,0
02/25/2017,11:44:35.976,0
02/25/2017,11:44:36.474,0
02/25/2017,11:44:36.995,0
02/25/2017,11:44:37.440,0
02/25/2017,11:44:37.939,0
02/25/2017,11:44:38.456,0
02/25/2017,11:44:38.988,0
02/25/2017,11:44:39.464,1
02/25/2017,11:44:39.966,1
02/25/2017,11:44:40.476,0
02/25/2017,11:44:40.981,0
02/25/2017,11:44:41.488,0
02/25/2017,11:44:41.951,1
02/25/2017,11:44:42.484,0
02/25/2017,11:44:43.077,0
02/25/2017,11:44:43.485,0
02/25/2017,11:44:43.972,0
02/25/2017,11:44:44.486,0
02/25/2017,11:44:44.953,0
02/25/2017,11:44:45.474,0
02/25/2017,11:44:45.979,5
02/25/2017,11:44:46.466,45
02/25/2017,11:44:46.989,26
02/25/2017,11:44:47.465,24
02/25/2017,11:44:47.978,42
02/25/2017,11:44:48.476,48
02/25/2017,11:44:48.991,54
02/25/2017,11:44:49.486,50
02/25/2017,11:44:49.985,42
02/25/2017,11:44:50.477,46
02/25/2017,11:44:50.985,56
02/25/2017,11:44:51.460,63
02/25/2017,11:44:51.962,65
02/25/2017,11:44:52.464,63
02/25/2017,11:44:52.966,65
02/25/2017,11:44:53.460,66
02/25/2017,11:44:53.979,66
02/25/2017,11:44:54.481,59
02/25/2017,11:44:54.979,49
02/25/2017,11:44:55.487,66
02/25/2017,11:44:55.991,88
02/25/2017,11:44:56.483,88
02/25/2017,11:44:56.987,91
02/25/2017,11:44:57.487,91
02/25/2017,11:44:57.991,94
02/25/2017,11:44:58.542,65
02/25/2017,11:44:58.981,27
02/25/2017,11:44:59.490,19
02/25/2017,11:44:59.979,19
02/25/2017,11:45:00.473,16
02/25/2017,11:45:00.971,16
02/25/2017,11:45:01.499,5
02/25/2017,11:45:01.992,11
02/25/2017,11:45:02.497,20
02/25/2017,11:45:02.985,15
02/25/2017,11:45:03.509,14
02/25/2017,11:45:03.996,15
02/25/2017,11:45:04.497,43
02/25/2017,11:45:04.979,46
02/25/2017,11:45:05.494,71
02/25/2017,11:45:05.956,81
02/25/2017,11:45:06.467,46
02/25/2017,11:45:06.979,14
02/25/2017,11:45:07.465,11
02/25/2017,11:45:07.992,10
02/25/2017,11:45:08.480,14
02/25/2017,11:45:08.954,12
02/25/2017,11:45:09.468,11
02/25/2017,11:45:09.957,38
02/25/2017,11:45:10.457,61
02/25/2017,11:45:10.980,45
02/25/2017,11:45:11.488,42
02/25/2017,11:45:11.989,48
02/25/2017,11:45:12.480,24
02/25/2017,11:45:12.963,17
02/25/2017,11:45:13.492,21
02/25/2017,11:45:13.947,17
02/25/2017,11:45:14.480,19
02/25/2017,11:45:14.961,22
02/25/2017,11:45:15.605,28
02/25/2017,11:45:15.962,21
02/25/2017,11:45:16.470,24
02/25/2017,11:45:16.963,28
02/25/2017,11:45:17.466,29
02/25/2017,11:45:17.966,25
02/25/2017,11:45:18.466,28
02/25/2017,11:45:18.970,23
02/25/2017,11:45:19.481,26
02/25/2017,11:45:19.970,53
02/25/2017,11:45:20.465,88
02/25/2017,11:45:20.976,83
02/25/2017,11:45:21.477,53
02/25/2017,11:45:21.967,49
02/25/2017,11:45:22.457,53
02/25/2017,11:45:22.974,54
02/25/2017,11:45:23.490,74
02/25/2017,11:45:23.956,71
02/25/2017,11:45:24.461,66
02/25/2017,11:45:24.962,35
02/25/2017,11:45:25.451,41
02/25/2017,11:45:25.962,70
02/25/2017,11:45:26.464,57
02/25/2017,11:45:26.981,61
02/25/2017,11:45:27.478,55
02/25/2017,11:45:27.987,54
02/25/2017,11:45:28.489,39
02/25/2017,11:45:28.987,43
02/25/2017,11:45:29.490,42
02/25/2017,11:45:29.995,24
02/25/2017,11:45:30.456,24
02/25/2017,11:45:30.978,24
02/25/2017,11:45:31.494,27
02/25/2017,11:45:32.009,24
02/25/2017,11:45:32.493,22
02/25/2017,11:45:32.999,21
02/25/2017,11:45:33.501,22
02/25/2017,11:45:34.020,23
02/25/2017,11:45:34.452,23
02/25/2017,11:45:34.964,28
02/25/2017,11:45:35.459,36
02/25/2017,11:45:36.034,52
02/25/2017,11:45:36.449,50
02/25/2017,11:45:36.976,46
02/25/2017,11:45:37.503,59
02/25/2017,11:45:37.963,36
02/25/2017,11:45:38.499,36
02/25/2017,11:45:38.980,25
02/25/2017,11:45:39.505,27
02/25/2017,11:45:39.973,22
02/25/2017,11:45:40.450,28
02/25/2017,11:45:40.957,31
02/25/2017,11:45:41.465,28
02/25/2017,11:45:41.964,23
02/25/2017,11:45:42.470,26
02/25/2017,11:45:42.985,19
02/25/2017,11:45:43.483,29
02/25/2017,11:45:44.000,32
02/25/2017,11:45:44.500,35
02/25/2017,11:45:44.954,85
02/25/2017,11:45:45.460,26
02/25/2017,11:45:45.966,19
02/25/2017,11:45:46.467,35
02/25/2017,11:45:46.969,118
02/25/2017,11:45:47.500,44
02/25/2017,11:45:47.990,23
02/25/2017,11:45:48.495,47
02/25/2017,11:45:49.008,69
02/25/2017,11:45:49.455,83
02/25/2017,11:45:49.957,80
02/25/2017,11:45:50.460,108
02/25/2017,11:45:50.963,99
02/25/2017,11:45:51.472,111
02/25/2017,11:45:51.974,13
02/25/2017,11:45:52.475,14
02/25/2017,11:45:52.990,6
02/25/2017,11:45:53.455,2
02/25/2017,11:45:53.973,2
02/25/2017,11:45:54.484,4
02/25/2017,11:45:54.984,3
02/25/2017,11:45:55.486,4
02/25/2017,11:45:55.979,1
02/25/2017,11:45:56.491,1
02/25/2017,11:45:57.028,1
02/25/2017,11:45:57.461,2
02/25/2017,11:45:57.979,2
02/25/2017,11:45:58.470,2
02/25/2017,11:45:58.977,2
02/25/2017,11:45:59.524,1
02/25/2017,11:45:59.982,1
02/25/2017,11:46:00.491,0
02/25/2017,11:46:00.989,1
02/25/2017,11:46:01.509,0
02/25/2017,11:46:01.997,1
02/25/2017,11:46:02.491,1
02/25/2017,11:46:02.990,0
02/25/2017,11:46:03.489,1
02/25/2017,11:46:03.981,0
02/25/2017,11:46:04.511,0
02/25/2017,11:46:04.995,0
02/25/2017,11:46:05.492,0
02/25/2017,11:46:05.987,0
02/25/2017,11:46:06.502,0
02/25/2017,11:46:06.998,0
02/25/2017,11:46:07.477,0
02/25/2017,11:46:07.994,0
02/25/2017,11:46:08.502,0
02/25/2017,11:46:08.982,0
02/25/2017,11:46:09.481,0
02/25/2017,11:46:09.974,0
02/25/2017,11:46:10.486,1
02/25/2017,11:46:10.987,1
02/25/2017,11:46:11.489,0
02/25/2017,11:46:11.990,0
02/25/2017,11:46:12.502,0
02/25/2017,11:46:13.023,0
02/25/2017,11:46:13.497,0
02/25/2017,11:46:14.009,0
02/25/2017,11:46:14.460,0
02/25/2017,11:46:14.966,0
02/25/2017,11:46:15.467,0
02/25/2017,11:46:15.999,1
02/25/2017,11:46:16.483,0
02/25/2017,11:46:16.980,1
02/25/2017,11:46:17.481,0
02/25/2017,11:46:17.977,0
02/25/2017,11:46:18.477,1
02/25/2017,11:46:18.967,4
02/25/2017,11:46:19.473,1
02/25/2017,11:46:19.988,1
02/25/2017,11:46:20.485,1
02/25/2017,11:46:20.991,1
02/25/2017,11:46:21.496,1
02/25/2017,11:46:22.023,0
02/25/2017,11:46:22.506,1
02/25/2017,11:46:22.963,1
02/25/2017,11:46:23.459,1
02/25/2017,11:46:23.998,3
02/25/2017,11:46:24.481,3
02/25/2017,11:46:24.983,3
02/25/2017,11:46:25.468,3
02/25/2017,11:46:25.999,1
02/25/2017,11:46:26.477,1
02/25/2017,11:46:26.984,1
02/25/2017,11:46:27.477,1
02/25/2017,11:46:27.997,3
02/25/2017,11:46:28.502,3
02/25/2017,11:46:29.011,0
02/25/2017,11:46:29.466,1
02/25/2017,11:46:30.009,1
02/25/2017,11:46:30.484,1
02/25/2017,11:46:30.980,1
02/25/2017,11:46:31.489,1
02/25/2017,11:46:31.992,1
02/25/2017,11:46:32.494,1
02/25/2017,11:46:32.988,1
02/25/2017,11:46:33.478,1
02/25/2017,11:46:33.986,1
02/25/2017,11:46:34.479,1
02/25/2017,11:46:34.987,1
02/25/2017,11:46:35.487,1
02/25/2017,11:46:35.999,0
02/25/2017,11:46:36.498,0
02/25/2017,11:46:37.020,1
02/25/2017,11:46:37.503,3
02/25/2017,11:46:38.014,1
02/25/2017,11:46:38.486,0
02/25/2017,11:46:38.974,1
02/25/2017,11:46:39.475,3
02/25/2017,11:46:39.993,4
02/25/2017,11:46:40.494,3
02/25/2017,11:46:40.990,1
02/25/2017,11:46:41.500,0
02/25/2017,11:46:42.004,0
02/25/2017,11:46:42.496,3
02/25/2017,11:46:42.996,3
02/25/2017,11:46:43.484,1
02/25/2017,11:46:43.990,3
02/25/2017,11:46:44.500,27
02/25/2017,11:46:44.989,18
02/25/2017,11:46:45.477,16
02/25/2017,11:46:45.976,8
02/25/2017,11:46:46.497,2
02/25/2017,11:46:46.995,2
02/25/2017,11:46:47.464,2
02/25/2017,11:46:47.994,2
02/25/2017,11:46:48.507,2
02/25/2017,11:46:48.992,3
02/25/2017,11:46:49.507,3
02/25/2017,11:46:49.993,4
02/25/2017,11:46:50.522,4
02/25/2017,11:46:51.033,4
02/25/2017,11:46:51.467,3
02/25/2017,11:46:51.988,3
02/25/2017,11:46:52.496,3
02/25/2017,11:46:52.981,3
02/25/2017,11:46:53.510,3
02/25/2017,11:46:53.996,3
02/25/2017,11:46:54.491,2
02/25/2017,11:46:54.975,2
02/25/2017,11:46:55.478,2
02/25/2017,11:46:55.986,2
02/25/2017,11:46:56.500,2
02/25/2017,11:46:56.989,2
02/25/2017,11:46:57.491,2
02/25/2017,11:46:58.021,2
02/25/2017,11:46:58.474,2
02/25/2017,11:46:59.017,2
02/25/2017,11:46:59.473,1
02/25/2017,11:46:59.981,3
02/25/2017,11:47:00.497,1
02/25/2017,11:47:01.013,4
02/25/2017,11:47:01.483,2
02/25/2017,11:47:01.974,2
02/25/2017,11:47:02.468,2
02/25/2017,11:47:02.974,2
02/25/2017,11:47:03.482,2
02/25/2017,11:47:03.981,2
02/25/2017,11:47:04.475,2
02/25/2017,11:47:04.993,2
02/25/2017,11:47:05.484,2
02/25/2017,11:47:05.986,1
02/25/2017,11:47:06.484,2
02/25/2017,11:47:06.982,2
02/25/2017,11:47:07.493,2
02/25/2017,11:47:07.986,2
02/25/2017,11:47:08.491,2
02/25/2017,11:47:09.017,2
02/25/2017,11:47:09.518,2
02/25/2017,11:47:09.993,2
02/25/2017,11:47:10.513,2
02/25/2017,11:47:11.042,2
02/25/2017,11:47:11.468,3
02/25/2017,11:47:11.982,2
02/25/2017,11:47:12.509,1
02/25/2017,11:47:13.015,2
02/25/2017,11:47:13.510,2
02/25/2017,11:47:14.013,2
02/25/2017,11:47:14.506,1
02/25/2017,11:47:15.006,1
02/25/2017,11:47:15.500,6
02/25/2017,11:47:16.002,12
02/25/2017,11:47:16.509,9
02/25/2017,11:47:17.009,5
02/25/2017,11:47:17.514,2
02/25/2017,11:47:18.021,2
02/25/2017,11:47:18.515,2
02/25/2017,11:47:18.996,2
02/25/2017,11:47:19.518,2
02/25/2017,11:47:20.000,1
02/25/2017,11:47:20.499,2
02/25/2017,11:47:21.008,2
02/25/2017,11:47:21.514,2
02/25/2017,11:47:22.009,2
02/25/2017,11:47:22.525,11
02/25/2017,11:47:22.976,59
02/25/2017,11:47:23.477,61
02/25/2017,11:47:23.984,41
02/25/2017,11:47:24.487,19
02/25/2017,11:47:25.002,15
02/25/2017,11:47:25.539,30
02/25/2017,11:47:26.012,31
02/25/2017,11:47:26.477,31
02/25/2017,11:47:26.982,31
02/25/2017,11:47:27.481,32
02/25/2017,11:47:27.985,32
02/25/2017,11:47:28.498,32
02/25/2017,11:47:29.004,31
02/25/2017,11:47:29.536,30
02/25/2017,11:47:30.019,30
02/25/2017,11:47:30.528,30
02/25/2017,11:47:30.970,29
02/25/2017,11:47:31.490,29
02/25/2017,11:47:31.995,31
02/25/2017,11:47:32.477,32
02/25/2017,11:47:32.994,30
02/25/2017,11:47:33.498,29
02/25/2017,11:47:33.989,30
02/25/2017,11:47:34.508,30
02/25/2017,11:47:35.000,31
02/25/2017,11:47:35.657,30
02/25/2017,11:47:36.009,30
02/25/2017,11:47:36.505,29
02/25/2017,11:47:36.976,30
02/25/2017,11:47:37.518,30
02/25/2017,11:47:37.998,30
02/25/2017,11:47:38.524,29
