Date,Time,Brightness (LUX)
02/25/2017,03:47:21.631,267
02/25/2017,03:47:22.070,351
02/25/2017,03:47:22.591,259
02/25/2017,03:47:23.076,366
02/25/2017,03:47:23.606,255
02/25/2017,03:47:24.087,394
02/25/2017,03:47:24.572,226
02/25/2017,03:47:25.079,334
02/25/2017,03:47:25.593,304
02/25/2017,03:47:26.096,250
02/25/2017,03:47:26.602,330
02/25/2017,03:47:27.089,203
02/25/2017,03:47:27.612,118
02/25/2017,03:47:28.111,194
02/25/2017,03:47:28.591,288
02/25/2017,03:47:29.082,285
02/25/2017,03:47:29.591,209
02/25/2017,03:47:30.125,327
02/25/2017,03:47:30.627,120
02/25/2017,03:47:31.088,203
02/25/2017,03:47:31.604,281
02/25/2017,03:47:32.096,198
02/25/2017,03:47:32.608,368
02/25/2017,03:47:33.089,235
02/25/2017,03:47:33.603,281
02/25/2017,03:47:34.093,236
02/25/2017,03:47:34.596,259
02/25/2017,03:47:35.107,313
02/25/2017,03:47:35.602,241
02/25/2017,03:47:36.084,285
02/25/2017,03:47:36.606,294
02/25/2017,03:47:37.102,230
02/25/2017,03:47:37.595,369
02/25/2017,03:47:38.103,235
02/25/2017,03:47:38.590,314
02/25/2017,03:47:39.102,238
02/25/2017,03:47:39.609,261
02/25/2017,03:47:40.120,310
02/25/2017,03:47:40.602,240
02/25/2017,03:47:41.082,235
02/25/2017,03:47:41.596,270
02/25/2017,03:47:42.095,229
02/25/2017,03:47:42.611,298
02/25/2017,03:47:43.110,230
02/25/2017,03:47:43.619,260
02/25/2017,03:47:44.107,208
02/25/2017,03:47:44.605,203
02/25/2017,03:47:45.102,292
02/25/2017,03:47:45.610,194
02/25/2017,03:47:46.104,319
02/25/2017,03:47:46.610,208
02/25/2017,03:47:47.098,237
02/25/2017,03:47:47.593,270
02/25/2017,03:47:48.128,160
02/25/2017,03:47:48.595,290
02/25/2017,03:47:49.127,136
02/25/2017,03:47:49.626,223
02/25/2017,03:47:50.116,177
02/25/2017,03:47:50.627,174
02/25/2017,03:47:51.126,212
02/25/2017,03:47:51.580,159
02/25/2017,03:47:52.118,301
02/25/2017,03:47:52.603,174
02/25/2017,03:47:53.102,237
02/25/2017,03:47:53.605,238
02/25/2017,03:47:54.270,217
02/25/2017,03:47:54.620,298
02/25/2017,03:47:55.122,254
02/25/2017,03:47:55.578,253
02/25/2017,03:47:56.112,272
02/25/2017,03:47:56.582,289
02/25/2017,03:47:57.123,307
02/25/2017,03:47:57.592,209
02/25/2017,03:47:58.118,270
02/25/2017,03:47:58.610,232
02/25/2017,03:47:59.108,206
02/25/2017,03:47:59.620,273
02/25/2017,03:48:00.086,189
02/25/2017,03:48:00.615,254
02/25/2017,03:48:01.116,191
02/25/2017,03:48:01.609,173
02/25/2017,03:48:02.310,225
02/25/2017,03:48:02.800,124
02/25/2017,03:48:03.299,321
02/25/2017,03:48:03.794,125
02/25/2017,03:48:04.322,223
02/25/2017,03:48:04.810,147
02/25/2017,03:48:05.300,140
02/25/2017,03:48:05.796,147
02/25/2017,03:48:06.291,124
02/25/2017,03:48:06.864,226
02/25/2017,03:48:07.300,153
02/25/2017,03:48:07.798,255
02/25/2017,03:48:08.294,186
02/25/2017,03:48:08.812,208
02/25/2017,03:48:09.299,221
02/25/2017,03:48:09.821,144
02/25/2017,03:48:10.308,225
02/25/2017,03:48:10.807,147
02/25/2017,03:48:11.293,270
02/25/2017,03:48:11.798,226
02/25/2017,03:48:12.314,244
02/25/2017,03:48:12.816,191
02/25/2017,03:48:13.320,180
02/25/2017,03:48:13.831,238
02/25/2017,03:48:14.327,124
02/25/2017,03:48:14.825,104
02/25/2017,03:48:15.318,162
02/25/2017,03:48:15.822,116
02/25/2017,03:48:16.319,71
02/25/2017,03:48:16.829,57
02/25/2017,03:48:17.326,112
02/25/2017,03:48:17.856,191
02/25/2017,03:48:18.309,191
02/25/2017,03:48:18.830,258
02/25/2017,03:48:19.339,206
02/25/2017,03:48:19.813,202
02/25/2017,03:48:20.334,192
02/25/2017,03:48:20.834,188
02/25/2017,03:48:21.333,264
02/25/2017,03:48:21.814,240
02/25/2017,03:48:22.344,238
02/25/2017,03:48:22.820,240
02/25/2017,03:48:23.297,205
02/25/2017,03:48:23.806,310
02/25/2017,03:48:24.300,244
02/25/2017,03:48:24.809,244
02/25/2017,03:48:25.331,337
02/25/2017,03:48:25.820,212
02/25/2017,03:48:26.344,328
02/25/2017,03:48:26.826,244
02/25/2017,03:48:27.324,229
02/25/2017,03:48:27.800,266
02/25/2017,03:48:28.302,0
02/25/2017,03:48:28.801,0
02/25/2017,03:48:29.331,0
02/25/2017,03:48:29.801,0
02/25/2017,03:48:30.306,0
02/25/2017,03:48:30.806,0
02/25/2017,03:48:31.311,0
02/25/2017,03:48:31.806,0
02/25/2017,03:48:32.307,0
02/25/2017,03:48:32.803,0
02/25/2017,03:48:33.325,0
02/25/2017,03:48:33.812,0
02/25/2017,03:48:34.343,0
02/25/2017,03:48:34.823,0
02/25/2017,03:48:35.318,0
02/25/2017,03:48:35.801,0
02/25/2017,03:48:36.301,0
02/25/2017,03:48:36.812,0
02/25/2017,03:48:37.314,0
02/25/2017,03:48:37.834,0
02/25/2017,03:48:38.336,0
02/25/2017,03:48:38.849,0
02/25/2017,03:48:39.317,0
02/25/2017,03:48:39.822,0
02/25/2017,03:48:40.301,0
02/25/2017,03:48:40.842,0
02/25/2017,03:48:41.332,24
02/25/2017,03:48:41.796,225
02/25/2017,03:48:42.331,215
02/25/2017,03:48:42.813,200
02/25/2017,03:48:43.316,206
02/25/2017,03:48:43.813,266
02/25/2017,03:48:44.345,280
02/25/2017,03:48:44.836,254
02/25/2017,03:48:45.343,223
02/25/2017,03:48:45.831,234
02/25/2017,03:48:46.330,200
02/25/2017,03:48:46.855,215
02/25/2017,03:48:47.316,293
02/25/2017,03:48:47.852,301
02/25/2017,03:48:48.308,266
02/25/2017,03:48:48.801,253
02/25/2017,03:48:49.336,264
02/25/2017,03:48:49.824,255
02/25/2017,03:48:50.327,254
02/25/2017,03:48:50.828,272
02/25/2017,03:48:51.329,241
02/25/2017,03:48:51.801,283
02/25/2017,03:48:52.324,244
02/25/2017,03:48:52.805,249
02/25/2017,03:48:53.317,244
02/25/2017,03:48:53.812,261
02/25/2017,03:48:54.328,254
02/25/2017,03:48:54.863,319
02/25/2017,03:48:55.306,375
02/25/2017,03:48:55.833,230
02/25/2017,03:48:56.351,151
02/25/2017,03:48:56.802,345
02/25/2017,03:48:57.328,309
02/25/2017,03:48:57.820,59
02/25/2017,03:48:58.344,155
02/25/2017,03:48:58.839,188
02/25/2017,03:48:59.340,208
02/25/2017,03:48:59.837,209
02/25/2017,03:49:00.339,199
02/25/2017,03:49:00.842,254
02/25/2017,03:49:01.349,234
02/25/2017,03:49:01.809,194
02/25/2017,03:49:02.304,136
02/25/2017,03:49:02.832,217
02/25/2017,03:49:03.323,82
02/25/2017,03:49:03.813,60
02/25/2017,03:49:04.322,54
02/25/2017,03:49:04.833,139
02/25/2017,03:49:05.317,213
02/25/2017,03:49:05.812,225
02/25/2017,03:49:06.304,284
02/25/2017,03:49:06.826,293
02/25/2017,03:49:07.343,267
02/25/2017,03:49:07.844,263
02/25/2017,03:49:08.310,266
02/25/2017,03:49:08.855,321
02/25/2017,03:49:09.378,299
02/25/2017,03:49:09.801,322
02/25/2017,03:49:10.309,194
02/25/2017,03:49:10.822,212
02/25/2017,03:49:11.328,165
02/25/2017,03:49:11.836,142
02/25/2017,03:49:12.315,91
02/25/2017,03:49:12.834,104
02/25/2017,03:49:13.337,153
02/25/2017,03:49:13.806,191
02/25/2017,03:49:14.308,317
02/25/2017,03:49:14.831,268
02/25/2017,03:49:15.321,294
02/25/2017,03:49:15.805,278
02/25/2017,03:49:16.305,225
02/25/2017,03:49:16.807,225
02/25/2017,03:49:17.339,256
02/25/2017,03:49:17.833,255
02/25/2017,03:49:18.330,188
02/25/2017,03:49:18.834,217
02/25/2017,03:49:19.336,202
02/25/2017,03:49:19.823,140
02/25/2017,03:49:20.340,213
02/25/2017,03:49:20.839,143
02/25/2017,03:49:21.357,162
02/25/2017,03:49:21.860,158
02/25/2017,03:49:22.325,140
02/25/2017,03:49:22.816,117
02/25/2017,03:49:23.329,123
02/25/2017,03:49:23.817,94
02/25/2017,03:49:24.351,53
02/25/2017,03:49:24.855,44
02/25/2017,03:49:25.352,48
02/25/2017,03:49:25.844,45
02/25/2017,03:49:26.344,48
02/25/2017,03:49:26.842,50
02/25/2017,03:49:27.336,45
02/25/2017,03:49:27.830,48
02/25/2017,03:49:28.339,48
02/25/2017,03:49:28.846,50
02/25/2017,03:49:29.305,68
02/25/2017,03:49:29.807,112
02/25/2017,03:49:30.333,78
02/25/2017,03:49:30.812,100
02/25/2017,03:49:31.326,191
02/25/2017,03:49:31.837,183
02/25/2017,03:49:32.357,203
02/25/2017,03:49:32.835,203
02/25/2017,03:49:33.341,214
02/25/2017,03:49:33.849,245
02/25/2017,03:49:34.316,259
02/25/2017,03:49:34.812,263
02/25/2017,03:49:35.343,298
02/25/2017,03:49:35.824,283
02/25/2017,03:49:36.332,321
02/25/2017,03:49:36.846,182
02/25/2017,03:49:37.325,188
02/25/2017,03:49:37.805,168
02/25/2017,03:49:38.359,155
02/25/2017,03:49:38.805,220
02/25/2017,03:49:39.414,164
02/25/2017,03:49:39.833,180
02/25/2017,03:49:40.340,190
02/25/2017,03:49:40.813,162
02/25/2017,03:49:41.320,184
02/25/2017,03:49:41.819,246
02/25/2017,03:49:42.318,176
02/25/2017,03:49:42.822,158
02/25/2017,03:49:43.354,156
02/25/2017,03:49:43.833,177
02/25/2017,03:49:44.343,147
02/25/2017,03:49:44.850,129
02/25/2017,03:49:45.382,115
02/25/2017,03:49:45.811,103
02/25/2017,03:49:46.318,100
02/25/2017,03:49:46.812,94
02/25/2017,03:49:47.305,98
02/25/2017,03:49:47.822,112
02/25/2017,03:49:48.332,111
02/25/2017,03:49:48.837,130
02/25/2017,03:49:49.350,129
02/25/2017,03:49:49.838,16
02/25/2017,03:49:50.337,7
02/25/2017,03:49:50.843,33
02/25/2017,03:49:51.343,99
02/25/2017,03:49:51.830,15
02/25/2017,03:49:52.327,15
02/25/2017,03:49:52.861,24
02/25/2017,03:49:53.473,99
02/25/2017,03:49:53.835,133
02/25/2017,03:49:54.347,122
02/25/2017,03:49:54.871,142
02/25/2017,03:49:55.353,173
02/25/2017,03:49:55.830,142
02/25/2017,03:49:56.353,120
02/25/2017,03:49:56.850,77
02/25/2017,03:49:57.324,53
02/25/2017,03:49:57.845,64
02/25/2017,03:49:58.339,182
02/25/2017,03:49:58.856,153
02/25/2017,03:49:59.345,188
02/25/2017,03:49:59.848,164
02/25/2017,03:50:00.349,210
02/25/2017,03:50:00.852,177
02/25/2017,03:50:01.324,89
02/25/2017,03:50:01.844,124
02/25/2017,03:50:02.323,45
02/25/2017,03:50:02.841,120
02/25/2017,03:50:03.342,216
02/25/2017,03:50:03.830,260
02/25/2017,03:50:04.334,239
02/25/2017,03:50:04.838,226
02/25/2017,03:50:05.326,211
02/25/2017,03:50:05.851,211
02/25/2017,03:50:06.336,176
02/25/2017,03:50:06.830,138
02/25/2017,03:50:07.324,121
02/25/2017,03:50:07.857,135
02/25/2017,03:50:08.350,150
02/25/2017,03:50:08.843,172
02/25/2017,03:50:09.347,152
02/25/2017,03:50:10.007,109
02/25/2017,03:50:10.356,94
02/25/2017,03:50:10.855,97
02/25/2017,03:50:11.351,96
02/25/2017,03:50:11.807,129
02/25/2017,03:50:12.310,146
02/25/2017,03:50:12.823,168
02/25/2017,03:50:13.342,135
02/25/2017,03:50:13.850,144
02/25/2017,03:50:14.368,210
02/25/2017,03:50:14.858,231
02/25/2017,03:50:15.360,257
02/25/2017,03:50:15.860,167
02/25/2017,03:50:16.352,338
02/25/2017,03:50:16.816,226
02/25/2017,03:50:17.339,237
02/25/2017,03:50:17.872,223
02/25/2017,03:50:18.407,260
02/25/2017,03:50:18.850,133
02/25/2017,03:50:19.385,300
02/25/2017,03:50:19.850,359
02/25/2017,03:50:20.320,346
02/25/2017,03:50:20.812,340
02/25/2017,03:50:21.349,343
02/25/2017,03:50:21.828,260
02/25/2017,03:50:22.326,351
02/25/2017,03:50:22.821,298
02/25/2017,03:50:23.347,33
02/25/2017,03:50:23.822,0
02/25/2017,03:50:24.326,3
02/25/2017,03:50:24.826,1
02/25/2017,03:50:25.337,62
02/25/2017,03:50:25.853,139
02/25/2017,03:50:26.344,127
02/25/2017,03:50:26.881,246
02/25/2017,03:50:27.342,104
02/25/2017,03:50:27.819,83
02/25/2017,03:50:28.348,0
02/25/2017,03:50:28.851,0
02/25/2017,03:50:29.362,0
02/25/2017,03:50:29.860,0
02/25/2017,03:50:30.321,0
02/25/2017,03:50:30.843,0
02/25/2017,03:50:31.326,0
02/25/2017,03:50:31.833,0
02/25/2017,03:50:32.336,109
02/25/2017,03:50:32.837,27
02/25/2017,03:50:33.341,0
02/25/2017,03:50:33.839,0
02/25/2017,03:50:34.341,0
02/25/2017,03:50:34.849,51
02/25/2017,03:50:35.347,0
02/25/2017,03:50:35.855,0
02/25/2017,03:50:36.359,0
02/25/2017,03:50:36.860,0
02/25/2017,03:50:37.362,0
02/25/2017,03:50:37.822,0
02/25/2017,03:50:38.338,0
02/25/2017,03:50:38.856,0
02/25/2017,03:50:39.322,0
02/25/2017,03:50:39.843,0
02/25/2017,03:50:40.340,0
02/25/2017,03:50:40.857,24
02/25/2017,03:50:41.369,53
02/25/2017,03:50:41.842,29
02/25/2017,03:50:42.355,104
02/25/2017,03:50:42.855,420
02/25/2017,03:50:43.384,296
02/25/2017,03:50:43.876,315
02/25/2017,03:50:44.362,220
02/25/2017,03:50:44.820,124
02/25/2017,03:50:45.318,385
02/25/2017,03:50:45.855,315
02/25/2017,03:50:46.351,228
02/25/2017,03:50:46.861,280
02/25/2017,03:50:47.380,256
02/25/2017,03:50:47.854,166
02/25/2017,03:50:48.363,103
02/25/2017,03:50:48.860,50
02/25/2017,03:50:49.359,64
02/25/2017,03:50:49.859,68
02/25/2017,03:50:50.358,147
02/25/2017,03:50:50.977,40
02/25/2017,03:50:51.386,97
02/25/2017,03:50:51.817,153
02/25/2017,03:50:52.314,134
02/25/2017,03:50:52.850,51
02/25/2017,03:50:53.372,48
02/25/2017,03:50:53.860,54
02/25/2017,03:50:54.347,67
02/25/2017,03:50:54.861,69
02/25/2017,03:50:55.327,103
02/25/2017,03:50:55.821,123
02/25/2017,03:50:56.329,133
02/25/2017,03:50:56.829,121
02/25/2017,03:50:57.323,137
02/25/2017,03:50:57.827,97
02/25/2017,03:50:58.328,33
02/25/2017,03:50:58.839,33
02/25/2017,03:50:59.357,27
02/25/2017,03:50:59.822,0
02/25/2017,03:51:00.319,50
02/25/2017,03:51:00.873,141
02/25/2017,03:51:01.325,129
02/25/2017,03:51:01.825,100
02/25/2017,03:51:02.323,127
02/25/2017,03:51:02.851,166
02/25/2017,03:51:03.349,45
02/25/2017,03:51:03.862,30
02/25/2017,03:51:04.359,27
02/25/2017,03:51:04.853,35
02/25/2017,03:51:05.359,29
02/25/2017,03:51:05.862,29
02/25/2017,03:51:06.330,9
02/25/2017,03:51:06.825,3
02/25/2017,03:51:07.344,0
02/25/2017,03:51:07.843,4
02/25/2017,03:51:08.364,9
02/25/2017,03:51:08.845,10
02/25/2017,03:51:09.365,18
02/25/2017,03:51:09.861,18
02/25/2017,03:51:10.368,62
02/25/2017,03:51:10.839,45
02/25/2017,03:51:11.358,13
02/25/2017,03:51:11.847,87
02/25/2017,03:51:12.381,124
02/25/2017,03:51:12.846,185
02/25/2017,03:51:13.348,304
02/25/2017,03:51:13.841,335
02/25/2017,03:51:14.341,268
02/25/2017,03:51:14.831,211
02/25/2017,03:51:15.344,121
02/25/2017,03:51:15.852,115
02/25/2017,03:51:16.366,129
02/25/2017,03:51:16.858,155
02/25/2017,03:51:17.358,129
02/25/2017,03:51:17.862,149
02/25/2017,03:51:18.364,41
02/25/2017,03:51:18.876,93
02/25/2017,03:51:19.332,79
02/25/2017,03:51:19.826,85
02/25/2017,03:51:20.334,32
02/25/2017,03:51:20.834,43
02/25/2017,03:51:21.333,44
02/25/2017,03:51:21.877,41
02/25/2017,03:51:22.320,46
02/25/2017,03:51:22.824,63
02/25/2017,03:51:23.341,59
02/25/2017,03:51:23.859,33
02/25/2017,03:51:24.323,34
02/25/2017,03:51:24.896,35
02/25/2017,03:51:25.380,32
02/25/2017,03:51:25.827,33
02/25/2017,03:51:26.322,0
02/25/2017,03:51:26.829,0
02/25/2017,03:51:27.319,0
02/25/2017,03:51:27.867,0
02/25/2017,03:51:28.351,0
02/25/2017,03:51:28.853,0
02/25/2017,03:51:29.360,0
02/25/2017,03:51:29.863,0
02/25/2017,03:51:30.370,0
02/25/2017,03:51:30.827,0
02/25/2017,03:51:31.321,0
02/25/2017,03:51:31.861,0
02/25/2017,03:51:32.327,0
02/25/2017,03:51:32.869,0
02/25/2017,03:51:33.377,0
02/25/2017,03:51:33.824,0
02/25/2017,03:51:34.325,0
02/25/2017,03:51:34.856,0
02/25/2017,03:51:35.337,0
02/25/2017,03:51:35.842,0
02/25/2017,03:51:36.362,0
02/25/2017,03:51:36.877,0
02/25/2017,03:51:37.354,0
02/25/2017,03:51:37.853,0
02/25/2017,03:51:38.364,0
02/25/2017,03:51:38.874,0
02/25/2017,03:51:39.351,0
02/25/2017,03:51:39.848,0
02/25/2017,03:51:40.352,0
02/25/2017,03:51:40.860,0
02/25/2017,03:51:41.392,0
02/25/2017,03:51:41.864,0
02/25/2017,03:51:42.342,0
02/25/2017,03:51:42.841,0
02/25/2017,03:51:43.334,0
02/25/2017,03:51:43.846,0
02/25/2017,03:51:44.354,0
02/25/2017,03:51:44.856,0
02/25/2017,03:51:45.382,0
02/25/2017,03:51:45.863,0
02/25/2017,03:51:46.350,0
02/25/2017,03:51:46.852,0
02/25/2017,03:51:47.355,0
02/25/2017,03:51:47.862,0
02/25/2017,03:51:48.349,0
02/25/2017,03:51:48.850,0
02/25/2017,03:51:49.377,0
02/25/2017,03:51:49.851,0
02/25/2017,03:51:50.350,0
02/25/2017,03:51:50.846,0
02/25/2017,03:51:51.346,0
02/25/2017,03:51:51.873,0
02/25/2017,03:51:52.357,0
02/25/2017,03:51:52.855,0
02/25/2017,03:51:53.360,0
02/25/2017,03:51:53.856,0
02/25/2017,03:51:54.363,0
02/25/2017,03:51:54.842,0
02/25/2017,03:51:55.364,0
02/25/2017,03:51:55.867,0
02/25/2017,03:51:56.360,0
02/25/2017,03:51:56.847,0
02/25/2017,03:51:57.368,0
02/25/2017,03:51:57.847,0
02/25/2017,03:51:58.331,0
02/25/2017,03:51:58.825,0
02/25/2017,03:51:59.329,0
02/25/2017,03:51:59.840,0
02/25/2017,03:52:00.336,0
02/25/2017,03:52:00.841,0
02/25/2017,03:52:01.352,0
02/25/2017,03:52:01.830,0
02/25/2017,03:52:02.334,0
02/25/2017,03:52:02.862,0
02/25/2017,03:52:03.358,0
02/25/2017,03:52:03.871,0
02/25/2017,03:52:04.368,0
02/25/2017,03:52:04.866,0
02/25/2017,03:52:05.351,0
02/25/2017,03:52:05.861,0
02/25/2017,03:52:06.362,0
02/25/2017,03:52:06.840,0
02/25/2017,03:52:07.347,0
02/25/2017,03:52:07.844,0
02/25/2017,03:52:08.344,0
02/25/2017,03:52:08.846,0
02/25/2017,03:52:09.351,0
02/25/2017,03:52:09.865,0
02/25/2017,03:52:10.342,0
02/25/2017,03:52:10.841,0
02/25/2017,03:52:11.335,0
02/25/2017,03:52:11.834,0
02/25/2017,03:52:12.350,0
02/25/2017,03:52:12.848,0
02/25/2017,03:52:13.350,0
02/25/2017,03:52:13.872,0
02/25/2017,03:52:14.370,0
02/25/2017,03:52:14.868,0
02/25/2017,03:52:15.334,0
02/25/2017,03:52:15.878,0
02/25/2017,03:52:16.382,0
02/25/2017,03:52:16.842,0
02/25/2017,03:52:17.337,0
02/25/2017,03:52:17.849,0
02/25/2017,03:52:18.352,0
02/25/2017,03:52:18.856,0
02/25/2017,03:52:19.355,0
02/25/2017,03:52:19.869,0
02/25/2017,03:52:20.363,0
02/25/2017,03:52:20.873,0
02/25/2017,03:52:21.359,0
02/25/2017,03:52:21.867,0
02/25/2017,03:52:22.357,0
02/25/2017,03:52:22.885,0
02/25/2017,03:52:23.364,0
02/25/2017,03:52:23.833,0
02/25/2017,03:52:24.331,0
02/25/2017,03:52:24.836,0
02/25/2017,03:52:25.332,0
02/25/2017,03:52:25.862,0
02/25/2017,03:52:26.372,0
02/25/2017,03:52:26.876,0
02/25/2017,03:52:27.356,0
02/25/2017,03:52:27.940,0
02/25/2017,03:52:28.358,0
02/25/2017,03:52:28.860,0
02/25/2017,03:52:29.362,0
02/25/2017,03:52:29.855,0
02/25/2017,03:52:30.348,0
02/25/2017,03:52:30.872,0
02/25/2017,03:52:31.349,0
02/25/2017,03:52:31.839,76
02/25/2017,03:52:32.344,105
02/25/2017,03:52:32.849,99
02/25/2017,03:52:33.361,94
02/25/2017,03:52:33.858,83
02/25/2017,03:52:34.358,69
02/25/2017,03:52:34.878,60
02/25/2017,03:52:35.378,68
02/25/2017,03:52:35.836,90
02/25/2017,03:52:36.337,60
02/25/2017,03:52:36.839,79
02/25/2017,03:52:37.337,65
02/25/2017,03:52:37.842,85
02/25/2017,03:52:38.363,77
02/25/2017,03:52:38.857,82
02/25/2017,03:52:39.371,80
02/25/2017,03:52:39.839,85
02/25/2017,03:52:40.386,82
02/25/2017,03:52:40.884,79
02/25/2017,03:52:41.344,134
02/25/2017,03:52:41.850,120
02/25/2017,03:52:42.350,102
02/25/2017,03:52:42.874,149
02/25/2017,03:52:43.381,99
02/25/2017,03:52:43.840,147
02/25/2017,03:52:44.340,160
02/25/2017,03:52:44.843,97
02/25/2017,03:52:45.337,38
02/25/2017,03:52:45.838,54
02/25/2017,03:52:46.362,130
02/25/2017,03:52:46.864,110
02/25/2017,03:52:47.363,118
02/25/2017,03:52:47.832,167
02/25/2017,03:52:48.356,179
02/25/2017,03:52:48.841,223
02/25/2017,03:52:49.336,165
02/25/2017,03:52:49.834,278
02/25/2017,03:52:50.369,298
02/25/2017,03:52:50.891,127
02/25/2017,03:52:51.403,144
02/25/2017,03:52:51.869,148
02/25/2017,03:52:52.379,177
02/25/2017,03:52:52.872,272
02/25/2017,03:52:53.378,180
02/25/2017,03:52:53.860,319
02/25/2017,03:52:54.356,208
02/25/2017,03:52:54.865,377
02/25/2017,03:52:55.421,236
02/25/2017,03:52:55.852,302
02/25/2017,03:52:56.360,252
02/25/2017,03:52:56.856,247
02/25/2017,03:52:57.366,305
02/25/2017,03:52:57.856,223
02/25/2017,03:52:58.352,372
02/25/2017,03:52:58.841,309
02/25/2017,03:52:59.368,316
02/25/2017,03:52:59.890,275
02/25/2017,03:53:00.380,132
02/25/2017,03:53:00.865,298
02/25/2017,03:53:01.359,243
02/25/2017,03:53:01.867,317
02/25/2017,03:53:02.375,293
02/25/2017,03:53:02.867,243
02/25/2017,03:53:03.377,279
02/25/2017,03:53:03.893,244
02/25/2017,03:53:04.366,141
02/25/2017,03:53:04.868,248
02/25/2017,03:53:05.381,184
02/25/2017,03:53:05.864,194
02/25/2017,03:53:06.387,263
02/25/2017,03:53:06.887,206
02/25/2017,03:53:07.359,214
02/25/2017,03:53:07.857,212
02/25/2017,03:53:08.376,192
02/25/2017,03:53:08.868,345
02/25/2017,03:53:09.386,332
02/25/2017,03:53:09.913,261
02/25/2017,03:53:10.339,303
02/25/2017,03:53:10.883,350
02/25/2017,03:53:11.371,209
02/25/2017,03:53:11.888,177
02/25/2017,03:53:12.391,247
02/25/2017,03:53:12.861,186
02/25/2017,03:53:13.355,212
02/25/2017,03:53:13.848,271
02/25/2017,03:53:14.348,226
02/25/2017,03:53:14.845,295
02/25/2017,03:53:15.353,277
02/25/2017,03:53:15.847,336
02/25/2017,03:53:16.341,315
02/25/2017,03:53:16.874,266
02/25/2017,03:53:17.365,327
02/25/2017,03:53:17.858,243
02/25/2017,03:53:18.362,273
02/25/2017,03:53:18.861,244
02/25/2017,03:53:19.361,252
02/25/2017,03:53:19.870,186
02/25/2017,03:53:20.404,203
02/25/2017,03:53:20.888,226
02/25/2017,03:53:21.394,160
02/25/2017,03:53:21.850,157
02/25/2017,03:53:22.397,166
02/25/2017,03:53:22.889,234
02/25/2017,03:53:23.342,305
02/25/2017,03:53:23.856,281
02/25/2017,03:53:24.394,356
02/25/2017,03:53:24.858,276
02/25/2017,03:53:25.369,273
02/25/2017,03:53:25.876,185
02/25/2017,03:53:26.392,234
02/25/2017,03:53:26.871,189
02/25/2017,03:53:27.375,171
02/25/2017,03:53:27.867,189
02/25/2017,03:53:28.422,180
02/25/2017,03:53:28.876,217
02/25/2017,03:53:29.397,226
02/25/2017,03:53:29.879,246
02/25/2017,03:53:30.381,250
02/25/2017,03:53:30.853,226
02/25/2017,03:53:31.375,209
02/25/2017,03:53:31.880,179
02/25/2017,03:53:32.394,189
02/25/2017,03:53:32.869,194
02/25/2017,03:53:33.364,240
02/25/2017,03:53:33.860,51
02/25/2017,03:53:34.384,114
02/25/2017,03:53:34.939,68
02/25/2017,03:53:35.368,262
02/25/2017,03:53:35.848,212
02/25/2017,03:53:36.375,159
02/25/2017,03:53:36.866,199
02/25/2017,03:53:37.425,244
02/25/2017,03:53:37.860,209
02/25/2017,03:53:38.386,267
02/25/2017,03:53:38.888,325
02/25/2017,03:53:39.387,319
02/25/2017,03:53:39.884,310
02/25/2017,03:53:40.377,307
02/25/2017,03:53:40.871,307
02/25/2017,03:53:41.372,313
02/25/2017,03:53:41.870,309
02/25/2017,03:53:42.361,307
02/25/2017,03:53:42.880,306
02/25/2017,03:53:43.385,296
02/25/2017,03:53:43.882,283
02/25/2017,03:53:44.382,263
02/25/2017,03:53:44.887,272
02/25/2017,03:53:45.384,286
02/25/2017,03:53:45.911,235
02/25/2017,03:53:46.354,252
02/25/2017,03:53:46.864,261
02/25/2017,03:53:47.363,223
02/25/2017,03:53:47.862,237
02/25/2017,03:53:48.371,205
02/25/2017,03:53:48.875,218
02/25/2017,03:53:49.512,246
02/25/2017,03:53:49.913,249
02/25/2017,03:53:50.351,313
02/25/2017,03:53:50.859,253
02/25/2017,03:53:51.382,315
02/25/2017,03:53:51.884,201
02/25/2017,03:53:52.386,377
02/25/2017,03:53:52.891,278
02/25/2017,03:53:53.348,322
02/25/2017,03:53:53.873,298
02/25/2017,03:53:54.386,246
02/25/2017,03:53:54.873,334
02/25/2017,03:53:55.349,218
02/25/2017,03:53:55.898,368
02/25/2017,03:53:56.406,261
02/25/2017,03:53:56.879,345
02/25/2017,03:53:57.369,261
02/25/2017,03:53:57.870,270
02/25/2017,03:53:58.383,281
02/25/2017,03:53:58.901,195
02/25/2017,03:53:59.381,295
02/25/2017,03:53:59.904,226
02/25/2017,03:54:00.381,403
02/25/2017,03:54:00.881,298
02/25/2017,03:54:01.393,369
02/25/2017,03:54:01.910,321
02/25/2017,03:54:02.415,299
02/25/2017,03:54:02.868,371
02/25/2017,03:54:03.378,268
02/25/2017,03:54:03.879,376
02/25/2017,03:54:04.397,234
02/25/2017,03:54:04.898,365
02/25/2017,03:54:05.353,279
02/25/2017,03:54:05.928,279
02/25/2017,03:54:06.378,267
02/25/2017,03:54:06.875,144
02/25/2017,03:54:07.388,336
02/25/2017,03:54:07.862,275
02/25/2017,03:54:08.381,391
02/25/2017,03:54:08.884,289
02/25/2017,03:54:09.390,345
02/25/2017,03:54:09.895,283
02/25/2017,03:54:10.368,247
02/25/2017,03:54:10.881,348
02/25/2017,03:54:11.368,211
02/25/2017,03:54:11.874,399
02/25/2017,03:54:12.374,244
