
1	0	0.406	Fpz.
2	0	0.203	Fz..
3	-90	0.406	T7..
4	90	0.406	T8..
5	-90	0.203	C3..
6	90	0.203	C4..
7	-90	0.304	C5..
8	90	0.304	C6..
9	-120	0.219	Cp3.
10	120	0.219	Cp4.
11	0	0	Cz..
12	180	0.101	Cpz.
13	180	0.181	Pz..
14	-144	0.406	Po7.
15	144	0.406	Po8.
16	180	0.406	Oz..
















